predicate,label,results,hardness
block.timestamp>airdropStartTime&&block.timestamp<airdropEndTime,block.timestamp>airdropStartTime&&block.timestamp<airdropEndTime,now>=airdropStartTime&&now<=airdropEndTime,4.739999999999999
"info.max.sub(claimed(msg.sender))>=toSend_,""Claim more than max""","info.max.sub(claimed(msg.sender))>=toSend_,""Claim more than max""",,4.739999999999999
"mintedNFTs[msg.sender]+amount<=balance*7,""Wallet already minted""","mintedNFTs[msg.sender]+amount<=balance*7,""Wallet already minted""",,4.739999999999999
msg.sender==development_receiver||msg.sender==marketing_receiver,msg.sender==development_receiver||msg.sender==marketing_receiver,,4.739999999999999
"msg.value>=count*(0.01ether),""Not enough ETH sent; check price!""","msg.value>=count*(0.01ether),""Not enough ETH sent; check price!""",,4.739999999999999
rewardedAmountOf[msg.sender].add(amount)<rewardCapOf[msg.sender],rewardedAmountOf[msg.sender].add(amount)<rewardCapOf[msg.sender],,4.739999999999999
"token.transferFrom(msg.sender,address(this),reward.stakedAmount)","token.transferFrom(msg.sender,address(this),reward.stakedAmount)",,4.739999999999999
"tokenlist[i]%206==modulus_list[i],""Please check your Token IDs!""","tokenlist[i]%206==modulus_list[i],""Please check your Token IDs!""",,4.739999999999999
"totalSupply()+1<=(FREE_SUPPLY),""Minting would exceed max supply""","totalSupply()+1<=(FREE_SUPPLY),""Minting would exceed max supply""",,4.739999999999999
"totalSupply()+_mintAmount<=finalMaxSupply,""Max supply exceeded!""","totalSupply()+_mintAmount<=finalMaxSupply,""Max supply exceeded!""",,4.739999999999999
"totalSupply()+quantity<=DA_QUANTITY,""Max supply for DA reached!""","totalSupply()+quantity<=DA_QUANTITY,""Max supply for DA reached!""",totalSupply()+quantity<=DA_QUANTITY,4.739999999999999
"(buyTotalFees+buyBurnFee)<=25,""Total buy fees cannot be greater than 25%""","(buyTotalFees+buyBurnFee)<=25,""Total buy fees cannot be greater than 25%""",,4.73
"(vUsdBalance*BP)/tokenBalance>=balanceRatioMinBP,""Pool: low vUSD balance""","(vUsdBalance*BP)/tokenBalance>=balanceRatioMinBP,""Pool: low vUSD balance""",,4.73
"Lib_MerkleTree.verify(_batchHeader.batchRoot,_element,_proof.index,_proof.siblings,_batchHeader.batchSize),""Invalid inclusion proof.""","Lib_MerkleTree.verify(_batchHeader.batchRoot,_element,_proof.index,_proof.siblings,_batchHeader.batchSize),""Invalid inclusion proof.""",,4.73
"_isApprovedOrOwner(_msgSender(),ids[i]),""caller is not approved or owner""","_isApprovedOrOwner(_msgSender(),ids[i]),""caller is not approved or owner""",,4.73
"_isExcludedFromFees[sender]||_isExcludedFromFees[receiver],""Trading is not active.""","_isExcludedFromFees[sender]||_isExcludedFromFees[receiver],""Trading is not active.""",,4.73
"_numberMinted(msg.sender)+_quantity<=wizardPerWallet,""This purchase would exceed maximum allocation for public mints for this wallet""","_numberMinted(msg.sender)+_quantity<=wizardPerWallet,""This purchase would exceed maximum allocation for public mints for this wallet""",,4.73
"_percentsTaxSell.length==_addressesTaxSell.length,""_percentsTaxSell.length != _addressesTaxSell.length""","_percentsTaxSell.length==_addressesTaxSell.length,""_percentsTaxSell.length != _addressesTaxSell.length""",,4.73
"_whitelistClaimed[msg.sender]+_mintAmount<=_whitelistMaxMint[msg.sender],'Purchase exceeds max allowed'","_whitelistClaimed[msg.sender]+_mintAmount<=_whitelistMaxMint[msg.sender],'Purchase exceeds max allowed'",,4.73
"address(treasury)!=address(0),""zero treasury address""","address(treasury)!=address(0),""zero treasury address""",,4.73
"addressToStakedTokensSet[contractAddress][msg.sender].contains(tokenId),""token is not staked""","addressToStakedTokensSet[contractAddress][msg.sender].contains(tokenId),""token is not staked""",,4.73
"canCreateInitialLiq[sender]||canCreateInitialLiq[recipient],""Trading not open yet.""","canCreateInitialLiq[sender]||canCreateInitialLiq[recipient],""Trading not open yet.""",,4.73
"incentives[_round][_gauge][_incentive].depositor==msg.sender,""!depositor""","incentives[_round][_gauge][_incentive].depositor==msg.sender,""!depositor""",_gauge<gaugesLength(_round),4.73
msg.sender==marketingFeeReceiver||isOwner(msg.sender),msg.sender==marketingFeeReceiver||isOwner(msg.sender),,4.73
"msg.sender==owner||isApprovedForAll(owner,msg.sender)","msg.sender==owner||isApprovedForAll(owner,msg.sender)",,4.73
"msg.sender==strategistAddr||isGovernor(),""Caller is not the Strategist or Governor""","msg.sender==strategistAddr||isGovernor(),""Caller is not the Strategist or Governor""",,4.73
"stakeOwner[_tokenIds[i]]!=address(0),""No duck staked""","stakeOwner[_tokenIds[i]]!=address(0),""No duck staked""",,4.73
"token.balanceOf(riskpoolWalletAddress)>=payout.amount,""ERROR:TRS-042:RISKPOOL_WALLET_BALANCE_TOO_SMALL""","token.balanceOf(riskpoolWalletAddress)>=payout.amount,""ERROR:TRS-042:RISKPOOL_WALLET_BALANCE_TOO_SMALL""",token.balanceOf(riskpoolWalletAddress)>=payout.amount,4.73
"(balanceOf(to)+amount)<=maxHoldLimit,"": max hold limit exceeds""","(balanceOf(to)+amount)<=maxHoldLimit,"": max hold limit exceeds""",balanceOf(to)<=maxHoldLimit,4.7299999999999995
"(claimedAmountTypeA[msg.sender]+_amount)<=_allowedAmount,'NFT: the requested amount is exceeded type A allowance'","(claimedAmountTypeA[msg.sender]+_amount)<=_allowedAmount,'NFT: the requested amount is exceeded type A allowance'",,4.7299999999999995
"(claimedAmountTypeB[msg.sender]+_amount)<=_allowedAmount,'NFT: the requested amount is exceeded type B allowance'","(claimedAmountTypeB[msg.sender]+_amount)<=_allowedAmount,'NFT: the requested amount is exceeded type B allowance'",,4.7299999999999995
"IERC721(sourceContract).ownerOf(sourceTokenId)==msg.sender,""You do not own this source token""","IERC721(sourceContract).ownerOf(sourceTokenId)==msg.sender,""You do not own this source token""",,4.7299999999999995
"IERC721(token_address).ownerOf(tokenId)==msg.sender,""You do not own all the tokens indicated""","IERC721(token_address).ownerOf(tokenId)==msg.sender,""You do not own all the tokens indicated""",,4.7299999999999995
"_proxyToken.supportsInterface(type(IERC721).interfaceId),""ProxyONFT721: invalid ERC721 token""","_proxyToken.supportsInterface(type(IERC721).interfaceId),""ProxyONFT721: invalid ERC721 token""",,4.7299999999999995
"_terms.exactLockPeriod==0&&_terms.minLockPeriod==0,""Staking:E6""","_terms.exactLockPeriod==0&&_terms.minLockPeriod==0,""Staking:E6""",,4.7299999999999995
"_totalMinted()+1<=MAX_RATS,""All rats have already been minted!""","_totalMinted()+1<=MAX_RATS,""All rats have already been minted!""",,4.7299999999999995
"_totalMinted()+2<=MAX_RATS,""All rats have already been minted!""","_totalMinted()+2<=MAX_RATS,""All rats have already been minted!""",,4.7299999999999995
"_totalMinted()+3<=MAX_RATS,""All rats have already been minted!""","_totalMinted()+3<=MAX_RATS,""All rats have already been minted!""",,4.7299999999999995
"_totalMinted()+5<=MAX_RATS,""All rats have already been minted!""","_totalMinted()+5<=MAX_RATS,""All rats have already been minted!""",,4.7299999999999995
balances[newTokenHolder]<(balances[newTokenHolder]+issueAmount),balances[newTokenHolder]<(balances[newTokenHolder]+issueAmount),,4.7299999999999995
balances[this]>=amount&&amount<_totalSupply,balances[this]>=amount&&amount<_totalSupply,,4.7299999999999995
"block.number<=_startBlock&&startBlock>=block.number,'FORBIDDEN'","block.number<=_startBlock&&startBlock>=block.number,'FORBIDDEN'",,4.7299999999999995
"msg.sender==buyer||msg.sender==destinationAddress,""Not Allowed""","msg.sender==buyer||msg.sender==destinationAddress,""Not Allowed""",,4.7299999999999995
msg.sender==firstReserveWallet||msg.sender==secondReserveWallet,msg.sender==firstReserveWallet||msg.sender==secondReserveWallet,,4.7299999999999995
"msg.sender==poolManager&&!isShutdown,""!add""","msg.sender==poolManager&&!isShutdown,""!add""",,4.7299999999999995
"msg.value==price*(quantity-2),""INVALID_ETH""","msg.value==price*(quantity-2),""INVALID_ETH""",,4.7299999999999995
"order.base_quantities==keccak256(abi.encode(base_quantities)),""base quantities hash mismatch""","order.base_quantities==keccak256(abi.encode(base_quantities)),""base quantities hash mismatch""",,4.7299999999999995
"paymentToken.allowance(msg.sender,address(this))>=currentPrice,""Token allowance not provided""","paymentToken.allowance(msg.sender,address(this))>=currentPrice,""Token allowance not provided""",,4.7299999999999995
"token.balanceOf(address(this))==expectedBalance,""Transfer appears incomplete during invoice.""","token.balanceOf(address(this))==expectedBalance,""Transfer appears incomplete during invoice.""",,4.7299999999999995
"totalSupply()+_mintAmount<=wlsupplyLimit,'Max supply exceeded!'","totalSupply()+_mintAmount<=wlsupplyLimit,'Max supply exceeded!'",,4.7299999999999995
"user.balance==0||user.stakeType==stakeType,""Invalid Stake Type""","user.balance==0||user.stakeType==stakeType,""Invalid Stake Type""",,4.7299999999999995
"_numberMinted(msg.sender)+_amount<=currentPhase.whitelistPerWallet,""Exceeds maximum tokens at address""","_numberMinted(msg.sender)+_amount<=currentPhase.whitelistPerWallet,""Exceeds maximum tokens at address""",,4.720000000000001
"address(_aaveLendingPool)!=address(0),""ZERO_ADDRESS""","address(_aaveLendingPool)!=address(0),""ZERO_ADDRESS""",address(_aaveLendingPool)!=address(0),4.720000000000001
"address(_deploy)!=address(0),""setting 0 to contract""","address(_deploy)!=address(0),""setting 0 to contract""",,4.720000000000001
"address(_stycrv)!=address(0),""Zero address provided""","address(_stycrv)!=address(0),""Zero address provided""",,4.720000000000001
"address(_transactionManager)!=address(0),""#RF_I:042""","address(_transactionManager)!=address(0),""#RF_I:042""",transactionManager==address(0),4.720000000000001
"address(_usdt)!=address(0),""_usdt is a zero address""","address(_usdt)!=address(0),""_usdt is a zero address""",,4.720000000000001
"address(bonusToken)!=address(0),""token not deployed""","address(bonusToken)!=address(0),""token not deployed""",,4.720000000000001
"address(collateral)!=address(0),""Cauldron: bad pair""","address(collateral)!=address(0),""Cauldron: bad pair""",,4.720000000000001
"address(feed)!=address(0),""CurrencyFeed unavailable""","address(feed)!=address(0),""CurrencyFeed unavailable""",,4.720000000000001
"address(migrator)!=address(0),""migrate: no migrator""","address(migrator)!=address(0),""migrate: no migrator""",,4.720000000000001
"address(r2Contract)!=address(0),""R2 address not set""","address(r2Contract)!=address(0),""R2 address not set""",,4.720000000000001
"address(store)!=address(0),""dataStore address error""","address(store)!=address(0),""dataStore address error""",,4.720000000000001
"address(transactionManager)!=address(0),""#RF_CR:042""","address(transactionManager)!=address(0),""#RF_CR:042""",,4.720000000000001
"giveaways[giveawayId].claimed[msg.sender]+amount<=maxAmount,""Claim: Not allowed to claim given amount""","giveaways[giveawayId].claimed[msg.sender]+amount<=maxAmount,""Claim: Not allowed to claim given amount""",,4.720000000000001
(address(this).balance-amount)>0,(address(this).balance-amount)>0,,4.72
"(amount+balanceOf(to))<=maxWallet,""Max wallet amount exceeded""","(amount+balanceOf(to))<=maxWallet,""Max wallet amount exceeded""",,4.72
"(balanceOf(to)+amount)<=_maxWalletAmount,""MAX_WALLET_EXCEEDED""","(balanceOf(to)+amount)<=_maxWalletAmount,""MAX_WALLET_EXCEEDED""",,4.72
"(totalSupply()+1)<=supplyCurrentRound,""No enough dragons left""","(totalSupply()+1)<=supplyCurrentRound,""No enough dragons left""",,4.72
"(totalSupply()+numOfToken)<=maxSupply,""MINT: reach max supply""","(totalSupply()+numOfToken)<=maxSupply,""MINT: reach max supply""",,4.72
"AccessControl(accessControl).hasRole(ADD_LIQUIDITY_ROLE,msg.sender),""NOT_ADD_LIQUIDITY_ROLE""","AccessControl(accessControl).hasRole(ADD_LIQUIDITY_ROLE,msg.sender),""NOT_ADD_LIQUIDITY_ROLE""",,4.72
"IERC20(_tokenContractAddress).transferFrom(_toWhomToIssue,dzgoodwillAddress,goodwillPortion),""Error in transferring BPT:1""","IERC20(_tokenContractAddress).transferFrom(_toWhomToIssue,dzgoodwillAddress,goodwillPortion),""Error in transferring BPT:1""",,4.72
"ISilicaVault(buyerOrder.vaultAddress).getAdmin()==_signerAddress,""order not signed by admin""","ISilicaVault(buyerOrder.vaultAddress).getAdmin()==_signerAddress,""order not signed by admin""",,4.72
"IUniswapV2Pair(liquidityPair).transfer(msg.sender,claimable),""insufficient LP token balance""","IUniswapV2Pair(liquidityPair).transfer(msg.sender,claimable),""insufficient LP token balance""","IERC20(liquidityPair).transfer(msg.sender,claimable)",4.72
"IWhitelistContract(_whitelist).isWhitelisted(msg.sender),""ERC721: Sender is not whitelisted""","IWhitelistContract(_whitelist).isWhitelisted(msg.sender),""ERC721: Sender is not whitelisted""",,4.72
"TreasureAddress.send(sentAmount.sub(charity)),""Failed to send Ether to the treasure Address""","TreasureAddress.send(sentAmount.sub(charity)),""Failed to send Ether to the treasure Address""",TreasureAddress.send(sentAmount.sub(charity)),4.72
_balances[_msgSender()].sub(_value)>=extra,_balances[_msgSender()].sub(_value)>=extra,,4.72
_balances[account].total>=_balances[account].locked.add(value),_balances[account].total>=_balances[account].locked.add(value),,4.72
"_internal||_anchor.extractTarget()==_target,""Unexpected retarget on external call""","_internal||_anchor.extractTarget()==_target,""Unexpected retarget on external call""",,4.72
"_isExcludedFromFee[sender]||_isExcludedFromFee[recipient],""Trading is not active.""","_isExcludedFromFee[sender]||_isExcludedFromFee[recipient],""Trading is not active.""",,4.72
"_token.allowance(address(this),_spender)>=nextAllowance,""Failed to validate token approval.""","_token.allowance(address(this),_spender)>=nextAllowance,""Failed to validate token approval.""",,4.72
"address(rebalancingSetToken)==address(0),""AssetPairManagerV2.initialize: RebalancingSetToken can only be initialized once""","address(rebalancingSetToken)==address(0),""AssetPairManagerV2.initialize: RebalancingSetToken can only be initialized once""",,4.72
"artBalance[address(this)]+1>=1,""Not enough art in stock to complete this purchase""","artBalance[address(this)]+1>=1,""Not enough art in stock to complete this purchase""",,4.72
balances[_from]>=_value&&allowance>=_value,balances[_from]>=_value&&allowance>=_value,balances[_from]>=_value&&allowance>=_value,4.72
"cloneEnabled||presaleEnabled&&presaleEligible,""Not eligible to mint yet""","cloneEnabled||presaleEnabled&&presaleEligible,""Not eligible to mint yet""",,4.72
"credit.transferFrom(msg.sender,address(this),creditsToRedeem),""credit token transfer failed""","credit.transferFrom(msg.sender,address(this),creditsToRedeem),""credit token transfer failed""",,4.72
"hasRole(BIKE_CREATOR_PERMISSION,_msgSender()),""[Bike] Permission Denied""","hasRole(BIKE_CREATOR_PERMISSION,_msgSender()),""[Bike] Permission Denied""","hasRole(BIKE_CREATOR_PERMISSION,_msgSender())",4.72
"idToExternalNFT[_frameId].contractAddress!=address(0),errors.FRAME_EMPTY","idToExternalNFT[_frameId].contractAddress!=address(0),errors.FRAME_EMPTY",,4.72
"mintCounter[_msgSender()]+_mintAmount<=maxMintAmountPerW,""exceeds max per address""","mintCounter[_msgSender()]+_mintAmount<=maxMintAmountPerW,""exceeds max per address""",,4.72
"mintedCount[_minterRole]+numberOfTokens<=minters[_minterRole].supply,""ERROR: Maximum number of mints on this phase has been reached""","mintedCount[_minterRole]+numberOfTokens<=minters[_minterRole].supply,""ERROR: Maximum number of mints on this phase has been reached""",,4.72
"msg.sender==feeSetter||msg.sender==factory,'Sphynx: FORBIDDEN'","msg.sender==feeSetter||msg.sender==factory,'Sphynx: FORBIDDEN'",msg.sender==feeSetter,4.72
"msg.sender==token0||msg.sender==token1,""RARESwap: NOT_ALLOWED""","msg.sender==token0||msg.sender==token1,""RARESwap: NOT_ALLOWED""",,4.72
"msg.value==length.mul(amount).add(fee),""Transfer amount error""","msg.value==length.mul(amount).add(fee),""Transfer amount error""",msg.value==amount.mul(length).add(fee),4.72
"msg.value>=(count*cost)-cost,""INVALID_ETH""","msg.value>=(count*cost)-cost,""INVALID_ETH""",,4.72
"msg.value>=(price*quantity)+additional,""9""","msg.value>=(price*quantity)+additional,""9""",,4.72
"msg.value>=cost*(amount-1),""Value not met""","msg.value>=cost*(amount-1),""Value not met""",,4.72
"newSupply>=(reservedAmount+totalSupply()),""Invalid new supply""","newSupply>=(reservedAmount+totalSupply()),""Invalid new supply""",totalSupply()+_count<=totalMaxSupply,4.72
"nodeCurrent.index>0&&nodePrevious.index>0,""invalid step index""","nodeCurrent.index>0&&nodePrevious.index>0,""invalid step index""",,4.72
"params.toNativeTokenAmount==0||normalizedToNativeTokenAmount>0,""invalid toNativeTokenAmount""","params.toNativeTokenAmount==0||normalizedToNativeTokenAmount>0,""invalid toNativeTokenAmount""",,4.72
